company_name,perm_id,data_type,disclosure,metric_description,metric_name,metric_unit,metric_value,metric_year,nb_points_of_observations,metric_period,provider_name,reported_date,pillar,headquarter_country
Aceso Life Science Group Ltd,4295864449,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,0.85,2020-12-31,57,P1Y,Clarity AI,,E,"Hong Kong SAR, China"
Artgo Holdings Ltd,5040043647,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,0.02,2020-12-31,58,P1Y,Clarity AI,,E,Cayman Islands
Bay Area Gold Group Ltd,5059998815,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,13.19,2020-12-31,57,P1Y,Clarity AI,,E,"Hong Kong SAR, China"
Central Wealth Group Holdings Ltd,4295870891,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,0.04,2020-12-31,56,P1Y,Clarity AI,,E,"Hong Kong SAR, China"
China Creative Digital Entertainment Ltd,4295870963,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,0.0,2020-12-31,57,P1Y,Clarity AI,,E,"Hong Kong SAR, China"
China E-Information Technology Group Ltd,4295871439,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,0.02,2020-12-31,54,P1Y,Clarity AI,,E,Cayman Islands
China LNG Group Ltd,4295871445,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,68.9,2020-12-31,57,P1Y,Clarity AI,,E,"Hong Kong SAR, China"
China Ocean Industry Group Ltd,4295871842,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,1.07,2020-12-31,48,P1Y,Clarity AI,,E,"Hong Kong SAR, China"
China Resources Microelectronics Ltd,4295871923,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,4.089,2021-12-31,43,P1Y,Clarity AI,2021-12-31 00:00:00,E,Cayman Islands
China Wood Optimization Holding Ltd,5040929630,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,0.06,2020-12-31,57,P1Y,Clarity AI,,E,China
China Youran Dairy Group Ltd,5077893758,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,12.33482,2022-12-31,38,P1Y,Clarity AI,2022-12-31 00:00:00,E,
Chunghwa Picture Tubes Ltd,4295892229,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,40.0,2016-12-31,57,P1Y,Clarity AI,,E,"Taiwan, China"
Chunghwa Picture Tubes Ltd,4295892229,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,40.0,2017-12-31,57,P1Y,Clarity AI,2017-12-31 00:00:00,E,"Taiwan, China"
Everest Textile Co Ltd,4295891532,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,35.98,2020-12-31,53,P1Y,Clarity AI,,E,"Taiwan, China"
FCC Aqualia SA,5000015603,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,68.8,2021-12-31,51,P1Y,Clarity AI,2021-12-31 00:00:00,E,Spain
GCL Energy Technology Co Ltd,4295864655,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,3388.02,2020-12-31,57,P1Y,Clarity AI,,E,China
GTI Holdings Ltd,4295864241,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,0.11,2020-12-31,54,P1Y,Clarity AI,,E,"Hong Kong SAR, China"
Genting Hong Kong Ltd,4295871135,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,8648.0,2020-12-31,57,P1Y,Clarity AI,,E,"Hong Kong SAR, China"
Goldcorp Inc (pre-reincorporation),4295861540,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,2430.0,2016-12-31,53,P1Y,Clarity AI,2016-12-31 00:00:00,E,Canada
Goldcorp Inc (pre-reincorporation),4295861540,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,6280.0,2017-12-31,53,P1Y,Clarity AI,,E,Canada
Grand Ocean Advanced Resources Co Ltd,4295872040,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,0.07,2020-12-31,56,P1Y,Clarity AI,,E,"Hong Kong SAR, China"
Henan Zhongfu Industrial Co Ltd,4295864006,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,959.34,2020-12-31,43,P1Y,Clarity AI,,E,China
Huscoke Holdings Ltd,4295871861,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,145.75,2020-12-31,52,P1Y,Clarity AI,,E,"Hong Kong SAR, China"
Hydro-Quebec,4295863186,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,3595.0,2022-12-31,39,P1Y,Clarity AI,2022-12-31 00:00:00,E,Canada
Landeskreditbank Baden Wuerttemberg Foerderbank,4296080185,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,22.789,2022-12-31,45,P1Y,Clarity AI,2022-12-31 00:00:00,E,Germany
Orlen Unipetrol as,4295865833,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,2798.0,2022-12-31,42,P1Y,Clarity AI,2022-12-31 00:00:00,E,Czech Republic
Pertamina (Persero) PT,5000067369,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,163943.0,2022-12-31,45,P1Y,Clarity AI,2022-12-31 00:00:00,E,Indonesia
RS Energy KK,4295877334,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,2189.0,2016-12-31,52,P1Y,Clarity AI,,E,Japan
RS Energy KK,4295877334,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,1942.0,2017-12-31,52,P1Y,Clarity AI,,E,Japan
Rentian Technology Holdings Ltd,4295871191,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,0.01,2020-12-31,47,P1Y,Clarity AI,,E,"Hong Kong SAR, China"
Rosan Resources Holdings Ltd,5000059643,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,0.02,2020-12-31,38,P1Y,Clarity AI,,E,"Hong Kong SAR, China"
SK IE Technology Co Ltd,5069469748,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,22.64,2021-12-31,50,P1Y,Clarity AI,2021-12-31 00:00:00,E,"Korea, Rep."
Seligdar PAO,4298077074,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,266.0,2020-12-31,52,P1Y,Clarity AI,,E,Russian Federation
Spinnova Oyj,5045517671,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,0.0,2022-12-31,39,P1Y,Clarity AI,2022-12-31 00:00:00,E,Finland
Styland Holdings Ltd,4295871793,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,0.0,2020-12-31,56,P1Y,Clarity AI,,E,"Hong Kong SAR, China"
Trinity Ltd,5000458994,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,0.1157,2018-12-31,47,P1Y,Clarity AI,,E,Bermuda
Trinity Ltd,5000458994,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,0.0009,2019-12-31,47,P1Y,Clarity AI,,E,Bermuda
Trinity Ltd,5000458994,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,0.0,2020-12-31,47,P1Y,Clarity AI,,E,Bermuda
Value Convergence Holdings Ltd,4295871421,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,0.01,2020-12-31,54,P1Y,Clarity AI,,E,"Hong Kong SAR, China"
Vectren Corp,4295900961,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,3908.0,2017-12-31,44,P1Y,Clarity AI,2017-12-31 00:00:00,E,United States
Victory City International Holdings Ltd,4295871840,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,199.26,2020-12-31,46,P1Y,Clarity AI,,E,"Hong Kong SAR, China"
Youyuan International Holdings Ltd,5000735820,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,93.41,2020-12-31,40,P1Y,Clarity AI,,E,Cayman Islands
Repsol SA,4295889563,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,18197.0,2021-12-31,347,P1Y,Clarity AI,2021-12-31 00:00:00,E,Spain
Repsol SA,4295889563,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,18825.0,2020-12-31,347,P1Y,Clarity AI,,E,Spain
Fluidra SA,4295889265,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,2.86,2021-12-31,329,P1Y,Clarity AI,2021-12-31 00:00:00,E,Spain
Acciona SA,4295889303,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,1539.0,2020-12-31,329,P1Y,Clarity AI,,E,Spain
Fluidra SA,4295889265,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,1.2,2017-12-31,329,P1Y,Clarity AI,,E,Spain
Fluidra SA,4295889265,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,10.22,2020-12-31,329,P1Y,Clarity AI,,E,Spain
Fluidra SA,4295889265,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,1.2,2016-12-31,329,P1Y,Clarity AI,,E,Spain
Acciona SA,4295889303,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,2040.0,2021-12-31,329,P1Y,Clarity AI,2021-12-31 00:00:00,E,Spain
Acciona SA,4295889303,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,14683.0,2017-12-31,329,P1Y,Clarity AI,2017-12-31 00:00:00,E,Spain
Sasol Ltd,4295889096,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,135800.0,2020-12-31,306,P1Y,Clarity AI,,E,South Africa
Sasol Ltd,4295889096,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,125800.0,2019-12-31,306,P1Y,Clarity AI,,E,South Africa
Sasol Ltd,4295889096,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,146900.0,2018-12-31,306,P1Y,Clarity AI,,E,South Africa
Sasol Ltd,4295889096,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,155800.0,2016-12-31,306,P1Y,Clarity AI,,E,South Africa
Sasol Ltd,4295889096,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,124000.0,2021-12-31,306,P1Y,Clarity AI,2021-12-31 00:00:00,E,South Africa
Sasol Ltd,4295889096,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,118700.0,2022-12-31,306,P1Y,Clarity AI,2022-12-31 00:00:00,E,South Africa
Sasol Ltd,4295889096,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,151600.0,2017-12-31,306,P1Y,Clarity AI,,E,South Africa
Trane Technologies PLC,5000668795,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,91.5,2020-12-31,304,P1Y,Clarity AI,,E,Ireland
Trane Technologies PLC,5000668795,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,117.25,2018-12-31,304,P1Y,Clarity AI,2018-12-31 00:00:00,E,Ireland
Trane Technologies PLC,5000668795,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,116.86,2016-12-31,304,P1Y,Clarity AI,2016-12-31 00:00:00,E,Ireland
Trane Technologies PLC,5000668795,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,115.9,2017-12-31,304,P1Y,Clarity AI,,E,Ireland
Trane Technologies PLC,5000668795,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,121.47,2019-12-31,304,P1Y,Clarity AI,2019-12-31 00:00:00,E,Ireland
Trane Technologies PLC,5000668795,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,97.76,2021-12-31,304,P1Y,Clarity AI,2021-12-31 00:00:00,E,Ireland
Ferrari NV,5048024162,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,43.991,2019-12-31,302,P1Y,Clarity AI,,E,Netherlands
Ferrari NV,5048024162,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,59.29,2020-12-31,302,P1Y,Clarity AI,,E,Netherlands
Ferrari NV,5048024162,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,59.613,2018-12-31,302,P1Y,Clarity AI,,E,Netherlands
Ferrari NV,5048024162,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,63.0,2021-12-31,302,P1Y,Clarity AI,2021-12-31 00:00:00,E,Netherlands
Ferrari NV,5048024162,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,69.61,2017-12-31,302,P1Y,Clarity AI,,E,Netherlands
Ferrari NV,5048024162,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,74.345,2016-12-31,302,P1Y,Clarity AI,,E,Netherlands
Gail (India) Ltd,4295873202,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,1800.0,2019-12-31,300,P1Y,Clarity AI,,E,India
Gail (India) Ltd,4295873202,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,1367.0,2021-12-31,300,P1Y,Clarity AI,2021-12-31 00:00:00,E,India
Gail (India) Ltd,4295873202,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,1350.0,2020-12-31,300,P1Y,Clarity AI,,E,India
Gail (India) Ltd,4295873202,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,1794.0,2018-12-31,300,P1Y,Clarity AI,2018-12-31 00:00:00,E,India
Gail (India) Ltd,4295873202,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,1770.0,2017-12-31,300,P1Y,Clarity AI,,E,India
Gail (India) Ltd,4295873202,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,800.0,2023-12-31,300,P1Y,Clarity AI,2023-12-31 00:00:00,E,India
FedEx Corp,4295912126,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,83429.0,2021-12-31,299,P1Y,Clarity AI,2021-12-31 00:00:00,E,United States
FedEx Corp,4295912126,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,75143.0,2018-12-31,299,P1Y,Clarity AI,,E,United States
FedEx Corp,4295912126,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,74550.0,2020-12-31,299,P1Y,Clarity AI,,E,United States
FedEx Corp,4295912126,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,332889.0,2017-12-31,299,P1Y,Clarity AI,2017-12-31 00:00:00,E,United States
FedEx Corp,4295912126,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,74526.0,2019-12-31,299,P1Y,Clarity AI,,E,United States
FedEx Corp,4295912126,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,317009.0,2016-12-31,299,P1Y,Clarity AI,,E,United States
Diageo PLC,4295894791,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,988.0,2018-12-31,298,P1Y,Clarity AI,,E,United Kingdom
Diageo PLC,4295894791,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,904.0,2019-12-31,298,P1Y,Clarity AI,,E,United Kingdom
Diageo PLC,4295894791,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,1035.0,2017-12-31,298,P1Y,Clarity AI,,E,United Kingdom
Diageo PLC,4295894791,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,880.0,2020-12-31,298,P1Y,Clarity AI,,E,United Kingdom
Diageo PLC,4295894791,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,418.0,2021-12-31,298,P1Y,Clarity AI,2021-12-31 00:00:00,E,United Kingdom
Cemex SAB de CV,5000057902,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,56228.0,2018-12-31,295,P1Y,Clarity AI,,E,Mexico
Cemex SAB de CV,5000057902,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,54244.0,2021-12-31,295,P1Y,Clarity AI,2021-12-31 00:00:00,E,Mexico
Boliden AB,4295890178,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,520.0,2021-12-31,295,P1Y,Clarity AI,2021-12-31 00:00:00,E,Sweden
Cemex SAB de CV,5000057902,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,57973.0,2017-12-31,295,P1Y,Clarity AI,,E,Mexico
Cemex SAB de CV,5000057902,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,76552.0,2016-12-31,295,P1Y,Clarity AI,,E,Mexico
Ferrovial SA,4295889649,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,1423.08,2017-12-31,295,P1Y,Clarity AI,2017-12-31 00:00:00,E,Spain
Ferrovial SA,4295889649,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,1163.23,2019-12-31,295,P1Y,Clarity AI,2019-12-31 00:00:00,E,Spain
Boliden AB,4295890178,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,450.0,2017-12-31,295,P1Y,Clarity AI,,E,Sweden
Boliden AB,4295890178,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,380.0,2016-12-31,295,P1Y,Clarity AI,,E,Sweden
Boliden AB,4295890178,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,450.0,2019-12-31,295,P1Y,Clarity AI,,E,Sweden
Ferrovial SA,4295889649,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,1076.99,2020-12-31,295,P1Y,Clarity AI,,E,Spain
Boliden AB,4295890178,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,450.0,2018-12-31,295,P1Y,Clarity AI,,E,Sweden
Boliden AB,4295890178,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,460.0,2022-12-31,295,P1Y,Clarity AI,2022-12-31 00:00:00,E,Sweden
Ferrovial SA,4295889649,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,968.11,2021-12-31,295,P1Y,Clarity AI,2021-12-31 00:00:00,E,Spain
Cemex SAB de CV,5000057902,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,54446.0,2020-12-31,295,P1Y,Clarity AI,,E,Mexico
Boliden AB,4295890178,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,530.0,2020-12-31,295,P1Y,Clarity AI,,E,Sweden
Cemex SAB de CV,5000057902,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,49415.0,2019-12-31,295,P1Y,Clarity AI,,E,Mexico
Far Eastern New Century Corp,4295892119,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,742.0,2021-12-31,293,P1Y,Clarity AI,2021-12-31 00:00:00,E,"Taiwan, China"
Far Eastern New Century Corp,4295892119,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,682.0,2020-12-31,293,P1Y,Clarity AI,,E,"Taiwan, China"
Far Eastern New Century Corp,4295892119,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,854.0,2018-12-31,293,P1Y,Clarity AI,,E,"Taiwan, China"
Far Eastern New Century Corp,4295892119,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,952.0,2016-12-31,293,P1Y,Clarity AI,,E,"Taiwan, China"
Far Eastern New Century Corp,4295892119,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,1041.0,2017-12-31,293,P1Y,Clarity AI,,E,"Taiwan, China"
Far Eastern New Century Corp,4295892119,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,786.0,2019-12-31,293,P1Y,Clarity AI,,E,"Taiwan, China"
Nestle (Malaysia) Bhd,4295883085,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,160.5,2021-12-31,292,P1Y,Clarity AI,2021-12-31 00:00:00,E,Malaysia
Nestle (Malaysia) Bhd,4295883085,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,165.0,2018-12-31,292,P1Y,Clarity AI,,E,Malaysia
Nestle (Malaysia) Bhd,4295883085,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,161.0,2016-12-31,292,P1Y,Clarity AI,,E,Malaysia
Nestle (Malaysia) Bhd,4295883085,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,154.0,2017-12-31,292,P1Y,Clarity AI,,E,Malaysia
Nestle (Malaysia) Bhd,4295883085,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,153.0,2020-12-31,292,P1Y,Clarity AI,,E,Malaysia
Indo Tambangraya Megah Tbk PT,4295874335,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,962.51,2021-12-31,292,P1Y,Clarity AI,2021-12-31 00:00:00,E,Indonesia
Nestle (Malaysia) Bhd,4295883085,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,154.0,2019-12-31,292,P1Y,Clarity AI,,E,Malaysia
OMV AG,4295859007,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,10302.0,2021-12-31,290,P1Y,Clarity AI,2021-12-31 00:00:00,E,Austria
OMV AG,4295859007,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,12730.0,2017-12-31,290,P1Y,Clarity AI,,E,Austria
OMV AG,4295859007,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,11231.0,2018-12-31,290,P1Y,Clarity AI,,E,Austria
OMV AG,4295859007,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,12050.0,2016-12-31,290,P1Y,Clarity AI,,E,Austria
OMV AG,4295859007,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,7441.0,2019-12-31,290,P1Y,Clarity AI,2019-12-31 00:00:00,E,Austria
OMV AG,4295859007,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,7701.0,2020-12-31,290,P1Y,Clarity AI,,E,Austria
African Rainbow Minerals Ltd,4295888496,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,405.0,2016-12-31,287,P1Y,Clarity AI,,E,South Africa
African Rainbow Minerals Ltd,4295888496,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,372.0,2021-12-31,287,P1Y,Clarity AI,2021-12-31 00:00:00,E,South Africa
African Rainbow Minerals Ltd,4295888496,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,437.0,2017-12-31,287,P1Y,Clarity AI,2017-12-31 00:00:00,E,South Africa
African Rainbow Minerals Ltd,4295888496,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,398.0,2020-12-31,287,P1Y,Clarity AI,,E,South Africa
African Rainbow Minerals Ltd,4295888496,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,366.0,2022-12-31,287,P1Y,Clarity AI,2022-12-31 00:00:00,E,South Africa
African Rainbow Minerals Ltd,4295888496,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,461.0,2018-12-31,287,P1Y,Clarity AI,,E,South Africa
African Rainbow Minerals Ltd,4295888496,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,434.0,2019-12-31,287,P1Y,Clarity AI,,E,South Africa
Owens Corning,4295904703,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,1767.0,2019-12-31,285,P1Y,Clarity AI,,E,United States
Owens Corning,4295904703,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,2027.0,2021-12-31,285,P1Y,Clarity AI,2021-12-31 00:00:00,E,United States
Owens Corning,4295904703,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,2033.0,2017-12-31,285,P1Y,Clarity AI,2017-12-31 00:00:00,E,United States
Owens Corning,4295904703,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,1747.0,2020-12-31,285,P1Y,Clarity AI,,E,United States
Banpu PCL,4295892746,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,1643.0,2021-12-31,283,P1Y,Clarity AI,2021-12-31 00:00:00,E,Thailand
Dr Reddy's Laboratories Ltd,4295872868,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,217.0,2019-12-31,283,P1Y,Clarity AI,,E,India
Banpu PCL,4295892746,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,1201.0,2016-12-31,283,P1Y,Clarity AI,,E,Thailand
Dr Reddy's Laboratories Ltd,4295872868,float,REPORTED,Total amount of NOx emissions emitted in tons.,NOXEMISSIONS,Tons of NOx,151.0,2020-12-31,283,P1Y,Clarity AI,,E,India
